Institution Name_x,State Abbreviation,MSI Status,MSI Type,Average Work Study Award,Student Family Earnings Ceiling,Affordability Gap (net price minus income earned working 10 hrs at min wage),100% TTD Affordability Gap,Student Parent Affordability Gap: Center-Based Care,100% TTD Student Parent Affordability Gap: Center-Based Care,State,Latitude,Longitude,Admissions Website,Percent of Undergraduates Age 25 to 64,Percent of American Indian or Alaska Native Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Average Cost of Attendance In-State,Average Cost of Attendance Out-of-State,"Average Net Price for Low-Income Students, 2020-21",Median Debt for Dependent Students,Median Debt for Independent Students,Median Earnings of Dependent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Independent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Students Working and Not Enrolled 10 Years After Entry
Corban University,OR,1.0,Not MSI,2061.0,150000.0,27766.0,111064.0,48048.24,192192.96,Oregon,44.88,-122.96,https://www.corban.edu/admissions-aid/,8.0,0.0,3.0,3.0,15.0,1.0,58.0,56.0,44.0,0.034314,0.0,0.117647,0.04902,0.0,0.230392,49961.33333,49961.33333,21581.0,19000.0,20164.0,48141.0,48026.0,47921.5
SUNY College at Plattsburgh,NY,1.0,Not MSI,2208.0,150000.0,20098.0,80392.0,43350.89,173403.56,New York,44.69,-73.47,https://www.plattsburgh.edu/admissions,12.0,0.0,2.0,11.0,13.0,0.0,64.0,60.0,40.0,0.067616,0.016014,0.044484,0.037367,0.153025,0.216192,23453.66667,33363.66667,10054.0,15000.0,15625.0,49019.0,44681.0,47921.5
SUNY College at Potsdam,NY,1.0,Not MSI,2208.0,150000.0,16341.0,65364.0,39593.89,158375.56,New York,44.66,-74.97,www.potsdam.edu/admissions/,5.0,1.0,2.0,10.0,11.0,0.0,71.0,62.0,38.0,0.061889,0.0,0.211726,0.068404,0.040717,0.096091,19732.66667,29642.66667,9598.0,18500.0,17517.0,46833.0,39380.0,47921.5
SUNY Oneonta,NY,1.0,Not MSI,2208.0,150000.0,21124.0,84496.0,44376.89,177507.56,New York,42.47,-75.06,https://suny.oneonta.edu/admissions,2.0,1.0,2.0,5.0,16.0,0.0,69.0,61.0,39.0,0.078474,0.0,0.151908,0.079194,0.020878,0.105112,21888.0,31798.0,11625.0,15000.0,17571.0,52870.0,39151.0,47921.5
SUNY at Purchase College,NY,0.0,HSI,2208.0,150000.0,22721.0,90884.0,45973.89,183895.56,New York,41.05,-73.7,www.purchase.edu/admissions/,7.0,0.0,4.0,13.0,26.0,0.0,50.0,59.0,41.0,0.038869,0.111896,0.0,0.074205,0.0,0.0,23598.33333,33508.33333,14327.0,15250.0,18750.0,44389.0,51689.0,47921.5
University of Southern California,CA,1.0,Not MSI,3040.0,150000.0,49347.0,197388.0,70892.02,283568.08,California,34.02,-118.28,www.usc.edu/admission/,2.0,0.0,24.0,6.0,17.0,0.0,32.0,52.0,48.0,0.093716,0.0,0.0,0.112676,0.027988,0.228241,76525.66667,76525.66667,12404.0,16750.0,23000.0,83817.0,77348.0,47921.5
Vanguard University of Southern California,CA,0.0,HSI,3040.0,150000.0,20190.0,80760.0,41735.02,166940.08,California,33.66,-117.9,https://www.vanguard.edu/admissions/undergraduate,10.0,0.0,5.0,4.0,46.0,0.0,33.0,69.0,31.0,0.052632,0.0,0.070938,0.038902,0.144165,0.201373,51880.0,51880.0,15315.0,15912.0,19636.0,45905.0,61395.0,47921.5
University of Pikeville,KY,1.0,Not MSI,2051.0,150000.0,12328.0,49312.0,26570.59,106282.36,Kentucky,37.48,-82.52,www.upike.edu/undergraduate/admissions/,5.0,1.0,1.0,8.0,1.0,0.0,85.0,53.0,47.0,0.170588,0.0,0.094118,0.011765,0.094118,0.235294,33156.66667,33156.66667,11075.0,11000.0,21000.0,41986.0,33441.0,47921.5
University of North Texas,TX,0.0,HSI,2356.0,150000.0,18204.0,72816.0,32638.08,130552.32,Texas,33.21,-97.15,www.unt.edu/admissions.htm,15.0,0.0,8.0,15.0,27.0,0.0,40.0,54.0,46.0,0.065737,0.069759,0.004399,0.040347,0.022247,0.196707,22813.33333,32629.33333,4728.0,13500.0,15750.0,51115.0,51386.0,47921.5
Midland University,NE,1.0,Not MSI,1819.0,150000.0,21619.0,86476.0,38770.14,155080.56,Nebraska,41.44,-96.49,https://www.midlandu.edu/admissions/,5.0,0.0,2.0,8.0,17.0,0.0,58.0,51.0,49.0,0.094828,0.008621,0.189655,0.021552,0.12931,0.224138,47704.66667,47704.66667,17246.0,16750.0,18750.0,50551.0,43600.0,47921.5
University of Nebraska at Kearney,NE,1.0,Not MSI,1819.0,150000.0,16231.0,64924.0,33382.14,133528.56,Nebraska,40.7,-99.1,www.unk.edu/admissions/index.php,13.0,0.0,1.0,3.0,13.0,0.0,74.0,62.0,38.0,0.038857,0.060571,0.136,0.028571,0.070857,0.180571,20606.66667,26858.66667,14039.0,12570.0,14250.0,45799.0,46855.0,47921.5
Nebraska Methodist College of Nursing & Allied Health,NE,1.0,Not MSI,1819.0,150000.0,17798.0,71192.0,34949.14,139796.56,Nebraska,41.27,-96.05,www.methodistcollege.edu/admissions,37.0,0.0,3.0,5.0,9.0,0.0,78.0,91.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,30387.0,30387.0,19618.0,19000.0,25000.0,56627.0,55486.0,47921.5
Midwestern State University,TX,0.0,HSI,2356.0,150000.0,14968.0,59872.0,29402.08,117608.32,Texas,33.87,-98.52,www.msutexas.edu/admissions/index,31.0,1.0,3.0,15.0,24.0,0.0,46.0,64.0,36.0,0.056091,0.0,0.013146,0.020158,0.379492,0.156004,20829.33333,22779.33333,7220.0,13401.0,16250.0,49796.0,52517.0,47921.5
Spalding University,KY,1.0,Not MSI,2051.0,150000.0,25407.0,101628.0,39649.59,158598.36,Kentucky,38.24,-85.76,https://spalding.edu/admissions,26.0,0.0,2.0,18.0,7.0,0.0,64.0,68.0,32.0,0.0,0.010169,0.027119,0.00339,0.566102,0.138983,43279.33333,43279.33333,21416.0,18750.0,21063.0,43913.0,48911.0,47921.5
Our Lady of the Lake University,TX,0.0,HSI,2356.0,150000.0,15989.0,63956.0,30423.08,121692.32,Texas,29.43,-98.54,https://www.ollusa.edu/admissions,17.0,0.0,0.0,5.0,78.0,0.0,8.0,68.0,32.0,0.049618,0.0,0.076336,0.038168,0.099237,0.145038,40054.0,40054.0,15814.0,14250.0,22000.0,42146.0,41232.0,47921.5
Albright College,PA,1.0,Not MSI,1597.0,150000.0,25055.0,100220.0,43075.6,172302.4,Pennsylvania,40.36,-75.91,www.albright.edu/admission-aid/,9.0,0.0,3.0,27.0,18.0,0.0,44.0,55.0,45.0,0.063452,0.0,0.005076,0.101523,0.007614,0.312183,40328.66667,40328.66667,15937.0,20557.0,25000.0,50624.0,61959.0,47921.5
Western Oregon University,OR,1.0,Not MSI,2061.0,150000.0,16431.0,65724.0,36713.24,146852.96,Oregon,44.85,-123.24,https://wou.edu/admission/,17.0,1.0,3.0,3.0,22.0,2.0,58.0,67.0,33.0,0.031992,0.002064,0.163055,0.049536,0.055728,0.097007,20912.0,40352.0,15076.0,14000.0,20434.0,47517.0,43325.0,47921.5
Saint Mary's College of California,CA,0.0,AANAPII,3040.0,150000.0,32616.0,130464.0,54161.02,216644.08,California,37.84,-122.11,https://www.stmarys-ca.edu/admissions-aid,6.0,0.0,12.0,5.0,29.0,1.0,39.0,58.0,42.0,0.077713,0.087977,0.0,0.099707,0.039589,0.269795,65934.0,65934.0,13329.0,19500.0,25000.0,68031.0,64384.0,47921.5
Simpson University,CA,1.0,Not MSI,3040.0,150000.0,23193.0,92772.0,44738.02,178952.08,California,40.61,-122.33,www.simpsonu.edu/admissions,30.0,1.0,5.0,4.0,20.0,0.0,43.0,57.0,43.0,0.035556,0.115556,0.0,0.008889,0.173333,0.288889,49994.66667,49994.66667,15249.0,15000.0,15727.0,40186.0,49415.0,47921.5
Willamette University,OR,1.0,Not MSI,2061.0,150000.0,26626.0,106504.0,46908.24,187632.96,Oregon,44.94,-123.03,www.willamette.edu/admission/index.html,1.0,1.0,5.0,2.0,14.0,0.0,63.0,58.0,42.0,0.082294,0.0,0.0,0.284289,0.024938,0.0,55612.66667,55612.66667,25081.0,19000.0,13987.0,57251.0,55785.0,47921.5
Creighton University,NE,1.0,Not MSI,1819.0,150000.0,31361.0,125444.0,48512.14,194048.56,Nebraska,41.27,-95.95,https://www.creighton.edu/admissions,4.0,0.0,8.0,2.0,9.0,0.0,72.0,59.0,41.0,0.151748,0.0,0.00682,0.072464,0.318841,0.227621,56257.33333,56257.33333,24639.0,20000.0,25000.0,68463.0,59086.0,47921.5
Odessa College,TX,0.0,HSI,2356.0,150000.0,5242.0,20968.0,19676.08,78704.32,Texas,31.87,-102.38,www.odessa.edu/future-students/Admissions/index.html,26.0,0.0,1.0,6.0,67.0,0.0,22.0,60.0,40.0,0.142857,0.0,0.0,0.0,0.0,0.857143,12761.33333,13658.33333,6030.0,4000.0,9500.0,41629.0,40186.0,36041.0
Doane University,NE,1.0,Not MSI,1819.0,150000.0,27480.0,109920.0,44631.14,178524.56,Nebraska,40.62,-96.95,www.doane.edu/admissions,16.0,0.0,1.0,5.0,12.0,0.0,75.0,46.0,54.0,0.077465,0.038732,0.088028,0.045775,0.042254,0.271127,53910.0,53910.0,20241.0,19500.0,15366.0,47886.0,49257.0,47921.5
Hastings College,NE,1.0,Not MSI,1819.0,150000.0,21185.0,84740.0,38336.14,153344.56,Nebraska,40.59,-98.37,www.hastings.edu/admissions/,2.0,0.0,0.0,5.0,11.0,0.0,69.0,54.0,46.0,0.105991,0.0,0.16129,0.069124,0.0,0.202765,44557.33333,44557.33333,17109.0,14000.0,16750.0,48636.0,42024.0,47921.5
Western Kentucky University,KY,1.0,Not MSI,2051.0,150000.0,14976.0,59904.0,29218.59,116874.36,Kentucky,36.99,-86.46,www.wku.edu/admissions/,10.0,0.0,3.0,8.0,5.0,0.0,78.0,62.0,38.0,0.044703,0.049982,0.060894,0.076734,0.137628,0.198522,22272.33333,38280.33333,11303.0,14250.0,16648.0,39838.0,38049.0,47921.5
California State University-Monterey Bay,CA,0.0,HSI,3040.0,150000.0,16874.0,67496.0,38419.02,153676.08,California,36.65,-121.8,https://csumb.edu/admissions,21.0,0.0,6.0,3.0,51.0,0.0,25.0,62.0,38.0,0.094789,0.125831,0.0,0.048226,0.04102,0.141907,19978.66667,31858.66667,1510.0,12000.0,11000.0,51545.0,56188.0,47921.5
Thomas More University,KY,1.0,Not MSI,2051.0,150000.0,19674.0,78696.0,33916.59,135666.36,Kentucky,39.02,-84.57,www.thomasmore.edu/admissions/,9.0,0.0,1.0,7.0,3.0,0.0,73.0,53.0,47.0,0.088435,0.108844,0.088435,0.034014,0.102041,0.323129,46025.66667,46025.66667,15556.0,11000.0,17385.0,50131.0,61013.0,47921.5
Syracuse University,NY,1.0,Not MSI,2208.0,150000.0,51712.0,206848.0,74964.89,299859.56,New York,43.04,-76.13,https://www.syracuse.edu/admissions/,3.0,1.0,7.0,7.0,11.0,0.0,54.0,55.0,45.0,0.078181,0.002081,0.017836,0.148335,0.024376,0.137634,72264.33333,72264.33333,17000.0,24775.0,19500.0,72429.0,45862.0,47921.5
SUNY Maritime College,NY,1.0,Not MSI,2208.0,150000.0,22568.0,90272.0,45820.89,183283.56,New York,40.81,-73.8,www.sunymaritime.edu/Admissions,7.0,0.0,5.0,5.0,17.0,0.0,67.0,14.0,86.0,0.246073,0.0,0.0,0.0,0.0,0.308901,23220.0,33130.0,13999.0,18250.0,18629.0,84228.0,86757.0,47921.5
Southern Oregon University,OR,1.0,Not MSI,2061.0,150000.0,17992.0,71968.0,38274.24,153096.96,Oregon,42.19,-122.7,https://www.sou.edu/admissions,14.0,1.0,3.0,2.0,14.0,1.0,58.0,61.0,39.0,0.035936,0.0,0.106568,0.040892,0.0,0.142503,22496.66667,40316.66667,7991.0,14000.0,17628.0,44397.0,41625.0,47921.5
Chadron State College,NE,1.0,Not MSI,1819.0,150000.0,10918.0,43672.0,28069.14,112276.56,Nebraska,42.82,-103.0,www.csc.edu/admissions/,18.0,1.0,1.0,4.0,11.0,0.0,79.0,60.0,40.0,0.027027,0.0,0.21021,0.0,0.003003,0.234234,19991.33333,20021.33333,11376.0,11850.0,12500.0,44368.0,42376.0,47921.5
Prairie View A & M University,TX,0.0,HBCU,2356.0,150000.0,19407.0,77628.0,33841.08,135364.32,Texas,30.09,-95.99,www.pvamu.edu/admissions/undergraduate/,7.0,0.0,1.0,86.0,8.0,0.0,1.0,68.0,32.0,0.133929,0.004808,0.0,0.021291,0.135989,0.121566,22379.66667,37954.66667,11643.0,15000.0,19908.0,39330.0,53000.0,47921.5
Sam Houston State University,TX,0.0,HSI,2356.0,150000.0,19573.0,78292.0,34007.08,136028.32,Texas,30.71,-95.55,www.shsu.edu/admissions,16.0,1.0,2.0,17.0,26.0,0.0,48.0,64.0,36.0,0.031983,0.014266,0.072941,0.022549,0.117119,0.176254,21143.33333,30935.33333,11499.0,15375.0,19755.0,50643.0,48146.0,47921.5
Paul Quinn College,TX,0.0,HBCU,2356.0,150000.0,20875.0,83500.0,35309.08,141236.32,Texas,32.68,-96.76,pqc-edu.squarespace.com/admission,22.0,0.0,0.0,77.0,17.0,0.0,1.0,57.0,43.0,0.010989,0.142857,0.010989,0.0,0.10989,0.483516,21611.33333,21611.33333,3807.0,8250.0,14661.0,35146.0,37660.0,47921.5
Dillard University,LA,0.0,HBCU,1780.0,150000.0,13979.0,55916.0,25074.97,100299.88,Louisiana,30.0,-90.06,www.dillard.edu/admissions/requirements/index.php,8.0,0.0,0.0,87.0,3.0,0.0,0.0,77.0,23.0,0.092784,0.0,0.0,0.041237,0.087629,0.14433,32197.66667,32197.66667,17264.0,26375.0,22000.0,38107.0,31301.0,47921.5
The University of Texas Rio Grande Valley,TX,0.0,HSI,2356.0,150000.0,12903.0,51612.0,27337.08,109348.32,Texas,26.31,-98.17,www.utrgv.edu/en-us/admissions/,16.0,0.0,1.0,0.0,94.0,0.0,2.0,59.0,41.0,0.113323,0.0,0.0,0.037165,0.062957,0.11251,20436.66667,30228.66667,4055.0,8750.0,12378.0,44946.0,47493.0,47921.5
Santa Clara University,CA,1.0,Not MSI,3040.0,150000.0,53212.0,212848.0,74757.02,299028.08,California,37.35,-121.94,www.scu.edu/admission,1.0,0.0,20.0,3.0,18.0,0.0,42.0,47.0,53.0,0.152835,0.001383,0.0,0.13278,0.019364,0.305671,72252.0,72252.0,23618.0,17166.0,12500.0,94191.0,85317.0,47921.5
Augusta University,GA,1.0,Not MSI,2125.0,150000.0,13276.0,53104.0,25997.03,103988.12,Georgia,33.47,-81.99,www.augusta.edu/admissions,14.0,0.0,7.0,27.0,9.0,0.0,48.0,66.0,34.0,0.079777,0.0,0.042672,0.016698,0.312616,0.137291,20306.66667,35684.66667,12484.0,12715.0,17000.0,40895.0,44185.0,47921.5
Middle Georgia State University,GA,1.0,Not MSI,2125.0,150000.0,14706.0,58824.0,27427.03,109708.12,Georgia,32.81,-83.73,https://www.mga.edu/admissions/,27.0,0.0,3.0,31.0,6.0,0.0,53.0,57.0,43.0,0.121505,0.012903,0.066667,0.004301,0.265591,0.163441,19182.66667,26529.66667,8788.0,9000.0,12500.0,35545.0,37831.0,47921.5
South Georgia State College,GA,1.0,Not MSI,2125.0,150000.0,10117.0,40468.0,22838.03,91352.12,Georgia,31.5,-82.86,https://www.sgsc.edu/admissions/apply,16.0,0.0,1.0,22.0,10.0,0.0,63.0,66.0,34.0,0.104167,0.0,0.177083,0.0,0.364583,0.354167,15621.33333,21973.33333,7076.0,5500.0,10000.0,32725.0,32319.0,36041.0
Louisiana State University and Agricultural & Mechanical College,LA,1.0,Not MSI,1780.0,150000.0,22619.0,90476.0,33714.97,134859.88,Louisiana,30.41,-91.18,https://www.lsu.edu/admissions/index.php,4.0,1.0,5.0,16.0,8.0,0.0,66.0,55.0,45.0,0.13754,0.004706,0.091979,0.069305,0.018824,0.21262,30109.33333,46786.33333,13276.0,13750.0,12500.0,57333.0,50209.0,47921.5
Louisiana State University-Shreveport,LA,1.0,Not MSI,1780.0,150000.0,10409.0,41636.0,21504.97,86019.88,Louisiana,32.43,-93.71,www.lsus.edu/undergraduate-admissions,28.0,1.0,2.0,22.0,3.0,0.0,56.0,62.0,38.0,0.09396,0.143177,0.064877,0.01566,0.040268,0.355705,19755.33333,32909.33333,7418.0,12000.0,15882.0,43220.0,41847.0,47921.5
Louisiana State University-Alexandria,LA,1.0,Not MSI,1780.0,150000.0,8468.0,33872.0,19563.97,78255.88,Louisiana,31.18,-92.41,www.lsua.edu/admissions,39.0,11.0,2.0,18.0,2.0,0.0,62.0,71.0,29.0,0.034169,0.136674,0.047836,0.0,0.261959,0.175399,18018.33333,25157.33333,5718.0,8876.0,14334.0,38637.0,34167.0,47921.5
Grambling State University,LA,0.0,HBCU,1780.0,150000.0,20731.0,82924.0,31826.97,127307.88,Louisiana,32.52,-92.71,www.gram.edu/admissions/,14.0,0.0,0.0,90.0,1.0,0.0,1.0,64.0,36.0,0.075704,0.028169,0.049296,0.03169,0.012324,0.176056,21647.0,30670.0,15963.0,23681.0,30563.0,34093.0,32303.0,47921.5
University of St Thomas,TX,0.0,AANAPII,2356.0,150000.0,22841.0,91364.0,37275.08,149100.32,Texas,29.74,-95.39,https://www.stthom.edu/Admissions/Index.aqf,31.0,0.0,11.0,11.0,48.0,0.0,21.0,60.0,40.0,0.126882,0.126882,0.0,0.07957,0.12043,0.249462,43649.33333,43649.33333,16902.0,12938.0,18750.0,55066.0,50479.0,47921.5
Saint Edward's University,TX,0.0,HSI,2356.0,150000.0,31862.0,127448.0,46296.08,185184.32,Texas,30.23,-97.75,https://www.stedwards.edu/admission-financial-aid,8.0,0.0,3.0,3.0,51.0,0.0,33.0,62.0,38.0,0.092995,0.0,0.024155,0.057971,0.0,0.264493,63074.66667,63074.66667,15364.0,19500.0,28766.0,52846.0,55264.0,47921.5
University of North Georgia,GA,1.0,Not MSI,2125.0,150000.0,10077.0,40308.0,22798.03,91192.12,Georgia,34.53,-83.99,ung.edu/landing/admissions.php,9.0,0.0,3.0,4.0,15.0,0.0,71.0,57.0,43.0,0.06855,0.028254,0.087541,0.044002,0.092635,0.199166,17737.66667,27956.66667,8187.0,8500.0,13302.0,42798.0,43882.0,47921.5
William Jessup University,CA,1.0,Not MSI,3040.0,150000.0,23800.0,95200.0,45345.02,181380.08,California,38.82,-121.29,www.jessup.edu/undergrad/,25.0,1.0,5.0,5.0,23.0,1.0,47.0,58.0,42.0,0.042802,0.0,0.108949,0.031128,0.0,0.276265,52003.66667,52003.66667,27887.0,15000.0,20060.0,52005.0,50601.0,47921.5
San Jose State University,CA,0.0,AANAPII,3040.0,150000.0,16401.0,65604.0,37946.02,151784.08,California,37.34,-121.88,www.sjsu.edu/admissions/,17.0,0.0,38.0,4.0,30.0,1.0,13.0,49.0,51.0,0.131425,0.009637,0.030587,0.063268,0.07067,0.25,24527.0,36407.0,10225.0,11284.0,13885.0,66793.0,67878.0,47921.5
Portland State University,OR,0.0,AANAPII,2061.0,150000.0,14937.0,59748.0,35219.24,140876.96,Oregon,45.51,-122.69,https://www.pdx.edu/admissions,34.0,1.0,11.0,4.0,19.0,1.0,49.0,56.0,44.0,0.06661,0.042272,0.002348,0.114432,0.082408,0.207088,23796.0,42696.0,12067.0,13502.0,20244.0,51898.0,51908.0,47921.5
University of Portland,OR,1.0,Not MSI,2061.0,150000.0,39279.0,157116.0,59561.24,238244.96,Oregon,45.57,-122.73,https://www.up.edu/admissions/,1.0,0.0,19.0,2.0,15.0,1.0,48.0,62.0,38.0,0.15,0.008108,0.040541,0.062162,0.074324,0.189189,61531.33333,61531.33333,26237.0,18559.0,29678.0,68947.0,91883.0,47921.5
Bellevue University,NE,1.0,Not MSI,1819.0,150000.0,27615.0,110460.0,44766.14,179064.56,Nebraska,41.15,-95.92,www.bellevue.edu/admissions-tuition/admission-requirements/,81.0,1.0,4.0,14.0,15.0,1.0,57.0,56.0,44.0,0.184412,0.000852,0.001704,0.05494,0.03322,0.540034,26635.0,26635.0,17060.0,8335.0,12500.0,50445.0,58556.0,47921.5
Loyola University New Orleans,LA,1.0,Not MSI,1780.0,150000.0,27322.0,109288.0,38417.97,153671.88,Louisiana,29.94,-90.12,apply.loyno.edu/,7.0,0.0,3.0,19.0,20.0,0.0,45.0,67.0,33.0,0.070997,0.001511,0.013595,0.101208,0.036254,0.170695,57138.0,57138.0,18458.0,18500.0,10000.0,47746.0,65344.0,47921.5
Clarkson College,NE,1.0,Not MSI,1819.0,150000.0,13962.0,55848.0,31113.14,124452.56,Nebraska,41.26,-95.97,https://www.clarksoncollege.edu/admissions/,44.0,2.0,4.0,8.0,4.0,0.0,67.0,88.0,12.0,0.0,0.0,0.0,0.0,0.954887,0.045113,23978.0,23978.0,10097.0,18564.0,25837.0,58087.0,64121.0,47921.5
The University of Montana-Western,MT,1.0,Not MSI,2060.0,150000.0,14523.0,58092.0,28884.62,115538.48,Montana,45.21,-112.64,umwestern.edu/admissions/,27.0,6.0,0.0,1.0,5.0,1.0,76.0,67.0,33.0,0.06599,0.0,0.467005,0.030457,0.0,0.152284,16745.33333,28209.33333,9294.0,12000.0,12500.0,43216.0,31282.0,47921.5
Louisiana Tech University,LA,1.0,Not MSI,1780.0,150000.0,12009.0,48036.0,23104.97,92419.88,Louisiana,32.53,-92.65,https://www.latech.edu/admissions/,4.0,0.0,1.0,11.0,5.0,0.0,71.0,48.0,52.0,0.149934,0.000661,0.035007,0.044254,0.103699,0.181638,22582.0,29323.0,8421.0,14166.0,18025.0,49556.0,45427.0,47921.5
Louisiana Christian University,LA,1.0,Not MSI,1780.0,150000.0,14477.0,57908.0,25572.97,102291.88,Louisiana,31.32,-92.43,www.lcuniversity.edu/admission,7.0,1.0,1.0,25.0,3.0,0.0,63.0,47.0,53.0,0.06135,0.006135,0.067485,0.0,0.226994,0.147239,28211.33333,28211.33333,13018.0,10250.0,14257.0,43794.0,41901.0,47921.5
Utica University,NY,1.0,Not MSI,2208.0,150000.0,24111.0,96444.0,47363.89,189455.56,New York,43.1,-75.27,https://www.utica.edu/admissions,24.0,1.0,5.0,10.0,9.0,0.0,67.0,59.0,41.0,0.027513,0.014815,0.035979,0.004233,0.479365,0.071958,35987.0,35987.0,16974.0,17532.0,17788.0,50530.0,53146.0,47921.5
Oregon State University,OR,1.0,Not MSI,2061.0,150000.0,21972.0,87888.0,42254.24,169016.96,Oregon,44.56,-123.27,https://admissions.oregonstate.edu/,31.0,1.0,8.0,2.0,12.0,0.0,63.0,48.0,52.0,0.158066,0.010418,0.012209,0.05958,0.044115,0.153508,24779.0,44170.0,13158.0,15000.0,16291.0,57130.0,55110.0,47921.5
Bushnell University,OR,1.0,Not MSI,2061.0,150000.0,22707.0,90828.0,42989.24,171956.96,Oregon,44.05,-123.08,www.bushnell.edu/admissions/,21.0,2.0,3.0,3.0,12.0,3.0,67.0,58.0,42.0,0.091429,0.0,0.108571,0.0,0.125714,0.234286,42713.33333,42713.33333,16660.0,14000.0,16071.0,42607.0,53166.0,47921.5
Touro University,NY,1.0,Not MSI,2208.0,150000.0,28969.0,115876.0,52221.89,208887.56,New York,40.76,-73.98,https://www.touro.edu/admissions/,35.0,0.0,3.0,12.0,9.0,0.0,60.0,70.0,30.0,0.106137,0.0,0.00722,0.036823,0.218051,0.165343,36231.33333,36231.33333,20397.0,11000.0,14250.0,36954.0,45019.0,47921.5
San Diego State University,CA,0.0,AANAPII,3040.0,150000.0,17913.0,71652.0,39458.02,157832.08,California,32.78,-117.07,arweb.sdsu.edu/es/admissions/,13.0,0.0,13.0,4.0,33.0,0.0,34.0,57.0,43.0,0.079487,0.027909,0.019195,0.084786,0.060528,0.227979,24308.66667,36188.66667,1133.0,13000.0,12500.0,59412.0,57925.0,47921.5
San Francisco State University,CA,0.0,AANAPII,3040.0,150000.0,15813.0,63252.0,37358.02,149432.08,California,37.72,-122.48,future.sfsu.edu/admissions,20.0,0.0,24.0,6.0,36.0,1.0,15.0,55.0,45.0,0.06217,0.017097,0.038701,0.073982,0.047249,0.241685,23434.0,35314.0,9302.0,11447.0,16321.0,59200.0,62713.0,47921.5
University of San Francisco,CA,0.0,AANAPII,3040.0,150000.0,41576.0,166304.0,63121.02,252484.08,California,37.78,-122.45,https://www.usfca.edu/admission,6.0,0.0,27.0,7.0,21.0,1.0,24.0,64.0,36.0,0.054945,0.0,0.0,0.10928,0.142247,0.282662,69772.0,69772.0,30235.0,19000.0,25000.0,76118.0,86763.0,47921.5
University of San Diego,CA,1.0,Not MSI,3040.0,150000.0,39152.0,156608.0,60697.02,242788.08,California,32.77,-117.19,www.sandiego.edu/admissions/,5.0,0.0,8.0,3.0,23.0,0.0,48.0,56.0,44.0,0.119015,0.012996,0.0,0.129959,0.0,0.359781,69139.33333,69139.33333,15011.0,19704.0,18750.0,75319.0,65558.0,47921.5
Northwestern State University of Louisiana,LA,1.0,Not MSI,1780.0,150000.0,14482.0,57928.0,25577.97,102311.88,Louisiana,31.75,-93.1,https://www.nsula.edu/admissions/,25.0,1.0,1.0,27.0,6.0,0.0,57.0,71.0,29.0,0.072838,0.105463,0.034143,0.0,0.285281,0.129742,21782.33333,32570.33333,13555.0,12750.0,17500.0,41528.0,43420.0,47921.5
University of Louisiana at Monroe,LA,1.0,Not MSI,1780.0,150000.0,12122.0,48488.0,23217.97,92871.88,Louisiana,32.53,-92.07,www.ulm.edu/admissions/,13.0,0.0,2.0,23.0,3.0,0.0,61.0,65.0,35.0,0.051883,0.061088,0.035146,0.014226,0.305439,0.149791,21822.0,33922.0,8892.0,13250.0,18750.0,42560.0,38935.0,47921.5
University of New Orleans,LA,1.0,Not MSI,1780.0,150000.0,12049.0,48196.0,23144.97,92579.88,Louisiana,30.03,-90.07,new.uno.edu/admissions,20.0,0.0,8.0,23.0,11.0,0.0,47.0,52.0,48.0,0.130809,0.0,0.018072,0.053356,0.020654,0.283993,22949.0,27785.0,10175.0,8812.0,12500.0,45711.0,47642.0,47921.5
St. Mary's University,TX,0.0,HSI,2356.0,150000.0,19413.0,77652.0,33847.08,135388.32,Texas,29.45,-98.56,https://www.stmarytx.edu/admission/,6.0,0.0,2.0,3.0,66.0,0.0,14.0,59.0,41.0,0.132948,0.0,0.00578,0.150289,0.0,0.256262,43949.33333,43949.33333,14918.0,19500.0,21000.0,52173.0,54672.0,47921.5
Nicholls State University,LA,1.0,Not MSI,1780.0,150000.0,12174.0,48696.0,23269.97,93079.88,Louisiana,29.79,-90.8,www.nicholls.edu/admission/,13.0,2.0,2.0,17.0,5.0,0.0,66.0,64.0,36.0,0.035577,0.0,0.070192,0.031731,0.252885,0.243269,20988.0,22081.0,10905.0,12945.0,14250.0,41930.0,43326.0,47921.5
McNeese State University,LA,1.0,Not MSI,1780.0,150000.0,13703.0,54812.0,24798.97,99195.88,Louisiana,30.18,-93.22,www.mcneese.edu/admissions,14.0,0.0,2.0,15.0,4.0,0.0,69.0,61.0,39.0,0.094288,0.124207,0.037171,0.032638,0.154125,0.191296,21295.33333,29333.33333,7487.0,11000.0,18250.0,43499.0,41614.0,47921.5
